province,zone,ea,Id_hh,hh_size,hh_size_male,hh_size_female,ag_area,nb_cow,nb_buffalo,nb_donkeys,nb_sheep,nb_goat,nb_pig,nb_chicken,nb_duck,TLUs
1,2,13,"1,629",6,3,3,0.24,0,1,0,0,0,0,1,0,0.51
1,2,13,"1,548",4,3,1,0,1,0,0,0,0,0,0,0,0.5
1,2,13,"1,514",7,4,3,0,1,1,0,0,5,0,0,0,1.5
1,2,13,"1,615",3,2,1,0.37,6,0,0,0,6,0,2,0,3.62
1,2,13,"1,568",5,2,3,0,0,2,0,0,0,0,0,0,1
1,2,13,"1,566",3,2,1,0.03,0,0,0,0,0,0,0,0,0
1,2,13,"1,515",4,2,2,0.03,0,0,0,0,0,0,0,0,0
1,2,13,"1,590",4,3,1,0.24,0,0,0,0,0,0,0,0,0
1,2,13,"1,612",14,6,8,0.58,9,0,0,0,3,2,3,0,5.23
1,2,13,"1,529",9,4,5,1.53,1,3,0,0,10,0,200,0,5
1,2,13,"1,541",5,2,3,0.34,0,1,0,0,4,0,0,0,0.9
1,2,13,"1,560",4,3,1,0.68,1,2,0,0,0,0,2,0,1.52
1,2,13,"1,637",4,3,1,0.42,1,0,0,0,7,0,0,0,1.2
1,2,13,"1,554",6,3,3,0.24,2,0,0,0,0,1,0,0,1.2
1,2,13,"1,534",7,3,4,1.02,2,0,0,0,6,0,0,0,1.6
1,2,13,"1,630",6,2,4,0.91,2,0,0,0,0,0,7,0,1.07
1,2,13,"1,579",3,1,2,0.37,1,1,0,0,2,0,7,0,1.27
1,2,13,"1,542",5,2,3,0.68,4,0,0,0,2,0,21,0,2.41
1,2,13,"1,574",4,3,1,0.07,0,0,0,0,0,0,2,0,0.02
1,2,13,"1,598",7,4,3,0.17,1,0,0,0,0,0,0,0,0.5
1,2,13,"1,558",3,1,2,0.58,2,0,0,0,0,0,0,0,1
1,2,13,"1,608",6,2,4,0.2,2,0,0,0,0,0,0,0,1
1,2,13,"1,521",6,3,3,0.05,0,0,0,0,0,0,0,0,0
1,2,13,"1,531",5,3,2,1.02,0,1,0,0,4,0,0,0,0.9
1,2,13,"1,606",2,1,1,0.24,4,0,0,0,3,0,0,0,2.3
1,2,13,"1,501",5,2,3,0.61,0,4,0,0,6,0,0,0,2.6
1,2,13,"1,526",10,6,4,0.28,8,3,0,0,11,0,9,0,6.69
1,2,13,"1,614",8,5,3,0.47,2,1,0,0,0,0,0,0,1.5
1,2,13,"1,619",6,2,4,0,0,0,0,0,8,10,18,0,2.98
1,2,13,"1,599",3,0,3,0.14,0,0,0,0,2,1,12,0,0.52
1,2,13,"1,580",8,2,6,0.34,2,0,0,0,0,3,3,0,1.63
1,2,13,"1,538",8,4,4,0.34,2,0,0,0,2,0,0,0,1.2
1,2,13,"1,573",3,1,2,0.1,0,0,0,0,3,0,0,0,0.3
1,2,13,"1,594",4,2,2,0.73,7,0,0,0,0,0,0,0,3.5
1,2,13,"1,605",1,1,0,0.34,2,0,0,0,0,0,0,0,1
1,2,13,"1,509",5,2,3,0,0,0,0,0,5,0,0,0,0.5
1,2,13,"1,603",2,1,1,0.03,0,0,0,0,3,0,0,0,0.3
1,2,13,"1,506",11,5,6,0.97,4,3,0,0,13,0,9,0,4.89
1,2,13,"1,511",4,1,3,2.37,3,3,0,0,7,0,7,0,3.77
1,2,13,"1,495",6,3,3,0.16,2,0,0,0,4,0,9,0,1.49
1,2,13,"1,575",8,4,4,0.15,5,2,0,0,4,0,0,0,3.9
1,2,13,"1,555",4,2,2,0,0,0,0,0,6,0,20,0,0.8
1,2,13,"1,505",6,3,3,0.03,0,0,0,0,0,0,0,0,0
1,2,13,"1,556",9,3,6,0,3,5,0,0,6,0,0,0,4.6
1,2,13,"1,522",3,1,2,0.07,0,0,0,0,0,0,0,0,0
1,2,13,"1,617",5,4,1,0,0,1,0,0,3,0,0,0,0.8
1,2,13,"1,532",5,3,2,0.34,0,0,0,0,2,0,2,0,0.22
1,2,13,"1,622",5,2,3,0.76,0,1,0,0,9,0,4,0,1.44
1,2,13,"1,520",5,2,3,0,4,2,0,0,5,0,1,0,3.51
1,2,13,"1,600",3,1,2,0.1,1,1,0,0,0,0,0,0,1
1,2,13,"1,492",5,1,4,0.41,2,1,0,0,6,0,6,0,2.16
1,2,13,"1,545",7,1,6,1.35,8,3,0,0,15,0,7,0,7.07
1,2,13,"1,493",4,3,1,0.05,0,0,0,0,0,0,4,0,0.04
1,2,13,"1,490",5,2,3,0.31,6,0,0,0,7,0,9,0,3.79
1,2,13,"1,623",3,2,1,0,0,2,0,0,4,0,0,0,1.4
1,2,13,"1,527",3,1,2,0.85,4,0,0,0,5,2,50,0,3.4
1,2,13,"1,488",4,2,2,0.27,6,0,0,0,15,0,4,0,4.54
1,2,13,"1,507",6,2,4,0.52,0,3,0,0,2,0,15,0,1.85
1,2,13,"1,627",4,1,3,0.52,0,0,0,0,5,0,4,0,0.54
1,2,13,"1,604",4,2,2,0.61,5,0,0,0,4,1,11,0,3.21
1,2,13,"1,489",4,2,2,0.69,0,2,0,0,4,0,0,0,1.4
1,2,13,"1,636",4,2,2,0.35,3,0,0,0,14,0,1,0,2.91
1,2,13,"1,635",6,2,4,0.17,1,3,0,0,3,0,5,0,2.35
1,2,13,"1,557",3,0,3,0.1,0,0,2,2,0,0,0,0,1.8
1,2,13,"1,589",5,2,3,0.1,0,0,0,0,2,0,0,0,0.2
1,2,13,"1,632",6,2,4,0.12,0,1,0,0,4,0,8,0,0.98
1,2,13,"1,621",2,1,1,0.3,1,0,0,0,2,0,0,0,0.7
1,2,13,"1,592",4,3,1,0.19,0,0,0,0,0,0,0,0,0
1,2,13,"1,498",4,3,1,0,2,0,0,0,2,0,0,0,1.2
1,2,13,"1,609",3,1,2,0.25,0,1,0,0,1,0,2,0,0.62
1,2,13,"1,581",3,2,1,0.51,3,0,0,0,0,0,0,0,1.5
1,2,13,"1,597",4,2,2,0.68,0,1,0,0,0,0,0,0,0.5
1,2,13,"1,567",5,3,2,0,3,1,0,0,3,0,0,0,2.3
1,2,13,"1,502",3,3,0,0.78,2,2,0,0,5,0,5,0,2.55
1,2,13,"1,593",7,5,2,1.02,2,0,0,0,0,0,1,0,1.01
1,2,13,"1,591",1,1,0,0.1,2,0,0,0,0,0,0,0,1
1,2,13,"1,552",6,3,3,1.02,3,0,0,0,2,0,6,0,1.76
1,2,13,"1,518",3,2,1,0.47,2,0,0,0,0,0,0,0,1
1,2,13,"1,638",3,1,2,0,2,1,0,0,0,0,0,0,1.5
1,2,13,"1,578",11,6,5,0.34,2,2,0,0,2,0,1,0,2.21
1,2,13,"1,569",3,1,2,0.34,1,1,0,0,0,0,0,0,1
1,2,13,"1,546",5,2,3,0.17,6,0,0,0,0,0,3,0,3.03
1,2,13,"1,517",5,3,2,0,1,0,0,0,2,0,0,0,0.7
1,2,13,"1,564",5,3,2,0.16,2,5,0,0,8,0,0,0,4.3
1,2,13,"1,595",3,2,1,0.2,0,2,0,0,0,0,0,0,1
1,2,13,"1,543",2,1,1,0.3,0,0,0,0,0,0,0,0,0
1,2,13,"1,572",6,2,4,0,0,1,0,0,2,0,0,0,0.7
1,2,13,"1,634",5,4,1,0.17,2,2,0,0,6,0,0,0,2.6
1,2,13,"1,550",2,1,1,1.02,2,0,0,0,2,0,0,0,1.2
1,2,13,"1,577",2,0,2,0.76,1,3,0,0,7,0,15,0,2.85
1,2,13,"1,584",6,5,1,0.07,0,1,0,0,1,0,0,0,0.6
1,2,13,"1,487",5,3,2,0.18,1,1,0,0,4,0,0,0,1.4
1,2,13,"1,537",4,2,2,0.03,0,0,0,0,0,0,0,0,0
1,2,13,"1,626",2,0,2,0.34,0,0,0,0,0,0,0,0,0
1,2,13,"1,628",5,1,4,2.03,4,0,0,0,5,0,15,0,2.65
1,2,13,"1,544",6,4,2,0,1,1,0,0,3,0,0,0,1.3
1,2,13,"1,613",5,2,3,0.34,3,0,0,0,0,0,0,0,1.5
1,2,13,"1,587",7,3,4,3.05,1,3,0,0,15,0,0,0,3.5
1,2,13,"1,500",4,3,1,0.78,3,0,0,0,0,0,0,0,1.5
1,2,13,"1,576",3,2,1,0.14,0,2,0,0,5,0,0,0,1.5
1,2,13,"1,618",6,2,4,0,0,0,0,0,7,0,11,0,0.81
1,2,13,"1,510",8,3,5,0,2,2,0,0,1,1,6,0,2.36
1,2,13,"1,563",5,2,3,1.19,3,0,0,0,4,0,0,0,1.9
1,2,13,"1,503",10,1,9,1.02,2,2,0,0,2,0,0,0,2.2
1,2,13,"1,596",5,3,2,1.35,2,1,0,0,0,0,0,0,1.5
1,2,13,"1,508",9,6,3,0.14,2,0,0,0,1,0,0,0,1.1
1,2,13,"1,516",4,3,1,0.2,0,2,0,0,0,0,0,0,1
1,2,13,"1,512",8,4,4,0.17,0,0,0,0,1,0,0,0,0.1
1,2,13,"1,602",4,3,1,0.36,3,2,0,0,3,0,7,0,2.87
1,2,13,"1,539",3,0,3,0.85,1,0,0,0,3,0,0,0,0.8
1,2,13,"1,562",8,4,4,0.68,5,3,0,0,1,0,0,0,4.1
1,2,13,"1,535",4,1,3,0.2,2,0,0,0,3,0,9,0,1.39
1,2,13,"1,497",5,2,3,0.25,2,0,0,0,3,0,0,0,1.3
1,2,13,"1,525",5,4,1,0.09,0,0,0,0,0,0,0,0,0
1,2,13,"1,582",6,3,3,0.07,0,0,0,0,0,0,0,0,0
1,2,13,"1,528",6,3,3,0,1,0,0,0,0,0,1,0,0.51
1,2,13,"1,585",8,3,5,1.12,5,2,0,0,6,0,9,0,4.19
1,2,13,"1,625",5,2,3,0.2,0,0,0,0,0,0,0,0,0
1,2,13,"1,513",7,3,4,0.68,0,0,0,0,0,0,0,0,0
1,2,13,"1,631",3,2,1,0.15,0,0,0,0,4,0,2,0,0.42
1,2,13,"1,559",5,1,4,0.2,0,0,0,0,1,0,0,0,0.1
1,2,13,"1,499",4,2,2,0.47,0,0,0,0,0,0,0,0,0
1,2,13,"1,616",10,4,6,1.27,2,3,0,0,4,0,0,0,2.9
1,2,13,"1,633",6,3,3,0.58,2,0,0,0,0,0,0,0,1
1,2,13,"1,504",2,1,1,0.2,2,0,0,0,3,0,5,0,1.35
1,2,13,"1,586",3,2,1,0.47,2,0,0,0,0,0,0,0,1
1,2,13,"1,583",6,2,4,0.12,2,1,0,0,3,0,0,0,1.8
1,2,13,"1,519",8,6,2,0.34,2,0,0,0,1,0,2,0,1.12
1,2,13,"1,494",7,3,4,1.02,2,3,0,0,9,0,10,0,3.5
1,2,13,"1,610",5,2,3,0.15,0,2,0,0,0,0,2,0,1.02
1,2,13,"1,496",4,2,2,0.3,2,0,0,0,3,1,0,0,1.5
1,2,13,"1,553",5,3,2,0.06,1,2,0,0,0,0,12,0,1.62
1,2,13,"1,549",8,2,6,0.44,2,5,0,0,3,0,5,0,3.85
1,2,13,"1,530",2,0,2,0.34,2,0,0,0,3,0,0,0,1.3
1,2,13,"1,620",5,1,4,0.2,3,2,0,0,6,0,0,0,3.1
1,2,13,"1,601",10,6,4,0.14,1,0,0,0,1,0,0,0,0.6
1,2,13,"1,588",2,1,1,0,2,0,0,0,0,0,0,0,1
1,2,13,"1,551",10,5,5,1.35,0,2,0,0,3,0,0,0,1.3
1,2,13,"1,624",5,3,2,0.33,1,2,0,0,1,0,0,0,1.6
1,2,13,"1,571",3,1,2,0.41,0,0,0,0,3,0,0,0,0.3
1,2,13,"1,524",6,4,2,0.1,3,0,0,0,10,0,0,0,2.5
1,2,13,"1,611",3,2,1,0.76,16,0,0,0,0,0,4,0,8.04
1,2,13,"1,533",6,2,4,0.14,0,1,0,0,3,1,0,0,1
1,2,14,"1,704",5,2,3,0.07,0,0,0,0,6,0,0,0,0.6
1,2,14,"1,657",4,1,3,0.68,0,3,0,0,2,0,0,0,1.7
1,2,14,"1,711",2,1,1,0.2,1,0,0,0,1,0,4,0,0.64
1,2,14,"1,661",6,3,3,1.27,2,3,0,0,10,1,10,0,3.8
1,2,14,"1,642",5,3,2,0.24,0,0,0,0,0,0,0,0,0
1,2,14,"1,689",10,6,4,0.14,1,1,0,2,2,0,15,0,1.55
1,2,14,"1,706",6,4,2,0.51,0,0,0,0,0,0,0,0,0
1,2,14,"1,761",4,2,2,0.76,2,4,0,0,9,0,9,0,3.99
1,2,14,"1,708",7,4,3,0.61,12,2,0,0,0,0,0,0,7
1,2,14,"1,697",2,2,0,0.68,0,0,0,0,0,0,0,0,0
1,2,14,"1,655",5,2,3,0.51,1,0,0,0,0,0,2,0,0.52
1,2,14,"1,712",5,3,2,0.51,0,0,0,0,0,0,10,0,0.1
1,2,14,"1,683",2,1,1,0.18,0,2,0,0,2,0,5,0,1.25
1,2,14,"1,680",7,2,5,0.21,0,0,0,0,10,0,5,0,1.05
1,2,14,"1,730",6,2,4,0.51,2,0,0,0,0,0,3,2,1.09
1,2,14,"1,748",4,2,2,1.02,0,0,0,0,0,0,0,0,0
1,2,14,"1,722",7,2,5,0,1,1,0,0,0,0,1,0,1.01
1,2,14,"1,653",6,3,3,0,1,1,0,0,0,0,0,0,1
1,2,14,"1,703",6,4,2,0.12,2,0,0,0,3,0,0,0,1.3
1,2,14,"1,750",4,2,2,0.86,1,2,0,0,9,0,0,0,2.4
1,2,14,"1,674",3,1,2,0.78,2,0,0,0,0,0,8,0,1.08
1,2,14,"1,679",5,2,3,0.51,6,0,0,0,4,0,0,0,3.4
1,2,14,"1,681",3,2,1,0.27,0,0,0,0,0,0,0,0,0
1,2,14,"1,715",4,2,2,0.05,0,0,0,0,5,0,0,0,0.5
1,2,14,"1,755",12,7,5,2.71,0,5,0,0,5,4,25,0,4.05
1,2,14,"1,672",3,1,2,0.47,0,0,0,0,0,0,0,0,0
1,2,14,"1,724",4,2,2,0.37,0,2,0,0,0,0,14,0,1.14
1,2,14,"1,747",5,4,1,0,0,0,0,0,3,0,0,0,0.3
1,2,14,"1,702",4,1,3,0,1,0,0,0,0,0,0,0,0.5
1,2,14,"1,648",9,4,5,0.78,2,3,0,0,4,0,0,0,2.9
1,2,14,"1,760",24,14,10,2.71,2,3,0,0,18,0,12,0,4.42
1,2,14,"1,716",3,2,1,0.05,3,0,0,0,2,1,0,0,1.9
1,2,14,"1,740",4,1,3,0.17,0,0,0,0,0,0,0,0,0
1,2,14,"1,720",4,3,1,0.3,2,0,0,0,1,0,0,0,1.1
1,2,14,"1,741",6,3,3,0.41,6,0,0,0,6,0,0,0,3.6
1,2,14,"1,751",5,4,1,0.36,6,3,0,0,4,0,30,0,5.2
1,2,14,"1,688",4,2,2,0.71,2,1,0,0,0,0,0,0,1.5
1,2,14,"1,671",4,2,2,0.8,2,1,0,0,0,0,4,0,1.54
1,2,14,"1,684",6,3,3,0.15,3,3,0,0,1,0,22,0,3.32
1,2,14,"1,736",2,2,0,0.51,6,0,0,0,0,0,4,0,3.04
1,2,14,"1,743",1,0,1,0.15,0,0,0,0,0,0,0,0,0
1,2,14,"1,752",16,9,7,0,3,0,0,0,0,0,0,0,1.5
1,2,14,"1,745",2,1,1,0.05,5,0,0,0,0,0,1,0,2.51
1,2,14,"1,700",8,3,5,1.35,2,0,0,0,0,0,10,1,1.13
1,2,14,"1,646",5,2,3,0.44,4,0,0,7,0,0,0,0,2.7
1,2,14,"1,678",2,0,2,1.02,2,0,0,0,8,0,6,0,1.86
1,2,14,"1,753",5,2,3,0.41,1,2,0,0,2,0,0,0,1.7
1,2,14,"1,756",2,1,1,0,0,1,0,0,0,1,0,0,0.7
1,2,14,"1,695",14,9,5,1.35,2,2,0,0,8,0,0,0,2.8
1,2,14,"1,723",6,2,4,1.69,0,2,0,3,0,2,1,0,1.71
1,2,14,"1,652",5,3,2,0.2,0,1,0,0,4,0,5,0,0.95
1,2,14,"1,754",6,1,5,1.35,2,2,0,0,0,0,0,0,2
1,2,14,"1,665",2,1,1,0.27,1,0,0,0,4,0,6,0,0.96
1,2,14,"1,721",6,2,4,0.51,1,2,0,0,8,0,0,0,2.3
1,2,14,"1,675",7,4,3,0.68,0,1,0,0,5,0,0,0,1
1,2,14,"1,662",4,1,3,0.51,2,2,3,0,0,0,15,0,4.55
1,2,14,"1,719",8,3,5,0,3,0,0,0,2,0,0,0,1.7
1,2,14,"1,649",5,2,3,2.09,9,2,0,0,12,2,9,0,7.19
1,2,14,"1,696",5,1,4,0.36,0,2,0,0,4,0,0,0,1.4
1,2,14,"1,759",6,3,3,0.66,1,2,0,0,0,0,0,0,1.5
1,2,14,"1,687",4,2,2,0.05,4,0,0,0,3,0,0,0,2.3
1,2,14,"1,713",8,3,5,0.53,2,0,0,0,0,0,0,0,1
1,2,14,"1,709",5,3,2,1.02,2,0,0,0,2,1,4,0,1.44
1,2,14,"1,701",8,3,5,0.41,1,0,0,0,10,0,2,0,1.52
1,2,14,"1,686",4,2,2,0.79,1,3,0,0,4,0,3,0,2.43
1,2,14,"1,660",5,3,2,1.27,0,2,0,0,1,1,5,0,1.35
1,2,14,"1,725",4,3,1,0.34,0,1,0,0,0,0,0,0,0.5
1,2,14,"1,650",3,1,2,0.27,2,0,0,0,3,0,0,0,1.3
1,2,14,"1,737",9,2,7,0.03,2,0,0,0,0,0,0,0,1
1,2,14,"1,663",5,2,3,0.34,0,1,0,0,0,0,0,0,0.5
1,2,14,"1,728",3,2,1,0.31,2,0,0,0,0,0,0,0,1
1,2,14,"1,670",5,1,4,0.36,1,2,0,0,4,0,5,0,1.95
1,2,14,"1,647",5,1,4,0.17,0,0,0,0,1,0,0,0,0.1
1,2,14,"1,714",2,2,0,1.53,2,0,0,0,0,0,"1,000",10,11.3
1,2,14,"1,639",7,4,3,1.05,10,1,0,0,19,2,5,0,7.85
1,2,14,"1,738",5,2,3,0.15,1,0,0,0,1,0,0,0,0.6
1,2,14,"1,644",2,1,1,0.1,0,1,0,0,2,0,20,0,0.9
1,2,14,"1,645",7,4,3,0.58,2,0,0,0,1,3,19,13,2.28
1,2,14,"1,668",4,2,2,0.2,0,1,0,0,9,0,0,0,1.4
1,2,14,"1,664",3,1,2,0.31,2,0,0,0,4,0,20,0,1.6
1,2,14,"1,718",4,2,2,0.51,3,0,0,0,9,0,21,0,2.61
1,2,14,"1,666",5,1,4,0.34,0,1,0,0,3,0,15,0,0.95
1,2,14,"1,692",5,2,3,0.51,4,2,0,0,4,0,0,0,3.4
1,2,14,"1,744",6,2,4,0.2,1,0,0,0,3,0,0,0,0.8
1,2,14,"1,651",5,1,4,0.17,0,0,0,0,0,0,1,0,0.01
1,2,14,"1,682",1,0,1,0.05,0,0,0,0,0,0,0,0,0
1,2,14,"1,710",3,2,1,0.68,1,3,0,0,0,0,0,0,2
1,2,14,"1,643",3,2,1,0.1,0,1,0,0,0,0,0,0,0.5
1,2,14,"1,735",3,2,1,0.05,0,0,0,0,0,0,0,0,0
1,2,14,"1,717",6,5,1,0.07,1,0,0,0,5,0,0,0,1
1,2,14,"1,727",8,4,4,0.36,11,0,0,0,4,0,0,0,5.9
1,2,14,"1,746",5,2,3,1.22,0,2,0,0,5,0,0,0,1.5
1,2,14,"1,739",6,2,4,0.51,2,0,0,0,0,0,2,0,1.02
1,2,14,"1,729",3,1,2,0.2,3,0,0,0,0,0,0,0,1.5
1,2,14,"1,659",5,3,2,0.68,1,1,0,0,0,0,0,0,1
1,2,14,"1,641",4,3,1,0.94,2,0,1,10,8,0,4,0,3.64
1,2,14,"1,698",5,2,3,0.49,3,0,0,0,6,0,0,0,2.1
1,2,14,"1,734",5,2,3,0.15,0,1,0,0,2,0,1,0,0.71
1,2,14,"1,758",5,2,3,0.51,0,0,0,0,11,0,6,0,1.16
1,2,14,"1,726",7,4,3,0.68,2,5,0,0,0,0,0,0,3.5
1,2,14,"1,656",5,2,3,0.33,0,2,0,0,7,0,3,0,1.73
1,2,14,"1,742",4,2,2,0.15,2,1,0,0,5,0,4,0,2.04
1,2,14,"1,676",6,3,3,0.41,5,0,0,0,0,0,0,0,2.5
1,2,14,"1,699",4,2,2,0.31,3,0,0,0,0,0,8,0,1.58
1,2,14,"1,705",6,1,5,0.08,0,2,0,0,2,0,2,0,1.22
1,2,14,"1,757",2,2,0,0.2,1,0,0,0,2,0,0,0,0.7
1,2,14,"1,749",6,2,4,1.2,0,2,0,0,3,0,1,3,1.4
1,2,14,"1,694",4,3,1,0.34,3,0,0,0,3,2,5,2,2.31
1,2,14,"1,691",5,2,3,0.15,2,0,0,0,0,0,5,0,1.05
1,2,14,"1,667",4,2,2,0.2,0,2,0,0,0,0,10,0,1.1
1,2,14,"1,707",5,4,1,0.27,1,0,0,0,0,0,0,0,0.5
1,2,14,"1,640",4,3,1,1.53,4,0,0,0,3,1,5,0,2.55
1,2,14,"1,669",3,1,2,0.95,4,0,0,0,3,0,20,0,2.5
1,2,14,"1,658",2,1,1,0.17,0,0,0,0,0,0,10,0,0.1
1,2,14,"1,685",5,4,1,0.08,0,0,0,0,7,0,5,0,0.75
1,2,14,"1,693",5,3,2,0.08,0,0,0,0,0,0,0,0,0
1,2,14,"1,733",7,4,3,0.16,1,2,0,0,0,0,0,0,1.5
1,2,14,"1,732",6,2,4,0.25,1,3,0,0,8,0,0,0,2.8
1,2,14,"1,673",7,6,1,0.05,1,0,0,0,0,0,0,0,0.5
1,2,14,"1,690",6,3,3,0,2,0,0,0,1,2,5,0,1.55
1,2,15,"1,842",12,6,6,0.68,1,0,0,0,6,0,0,0,1.1
1,2,15,"1,798",5,3,2,0.27,2,3,0,0,0,0,0,0,2.5
1,2,15,"1,891",7,4,3,0.68,2,1,0,0,0,0,0,0,1.5
1,2,15,"1,871",3,2,1,0,0,1,0,0,2,0,0,0,0.7
1,2,15,"1,884",6,3,3,1.69,2,2,0,0,2,0,6,0,2.26
1,2,15,"1,817",5,3,2,0.41,4,0,0,0,16,0,12,0,3.72
1,2,15,"1,806",4,1,3,0,1,0,0,0,0,0,0,0,0.5
1,2,15,"1,794",8,4,4,0.2,0,0,0,0,1,0,0,0,0.1
1,2,15,"1,840",8,3,5,0.92,2,2,0,0,10,0,0,0,3
1,2,15,"1,858",9,5,4,0.76,4,2,0,0,10,2,0,0,4.4
1,2,15,"1,899",4,2,2,1.04,3,2,0,0,8,0,0,0,3.3
1,2,15,"1,804",5,2,3,0.15,0,1,0,0,0,0,0,0,0.5
1,2,15,"1,879",4,2,2,0.71,2,0,0,0,0,0,0,0,1
1,2,15,"1,768",6,3,3,1.23,1,1,0,0,3,0,0,0,1.3
1,2,15,"1,802",4,1,3,0.24,1,0,0,0,0,0,0,0,0.5
1,2,15,"1,893",7,4,3,0.7,2,2,0,0,7,0,6,0,2.76
1,2,15,"1,851",2,1,1,0.46,1,0,0,0,4,0,2,0,0.92
1,2,15,"1,903",6,3,3,2.54,0,4,0,0,0,0,0,0,2
1,2,15,"1,785",4,2,2,0.1,0,2,0,0,1,0,0,0,1.1
1,2,15,"1,877",4,2,2,0.14,0,0,0,0,0,0,0,0,0
1,2,15,"1,765",6,1,5,0.51,2,0,0,0,2,9,6,0,3.06
1,2,15,"1,775",2,1,1,1.17,2,0,0,0,2,0,0,0,1.2
1,2,15,"1,828",8,3,5,0.17,1,0,0,0,0,0,0,0,0.5
1,2,15,"1,870",4,2,2,0.3,0,1,0,0,4,0,5,0,0.95
1,2,15,"1,865",4,1,3,0.11,5,1,0,0,6,1,5,0,3.85
1,2,15,"1,791",2,1,1,0.43,0,0,0,0,0,0,0,0,0
1,2,15,"1,906",3,1,2,0.17,0,0,0,0,0,0,0,0,0
1,2,15,"1,807",5,2,3,2.71,0,2,0,0,8,0,16,0,1.96
1,2,15,"1,835",10,4,6,1.02,6,2,0,0,5,0,0,0,4.5
1,2,15,"1,853",8,3,5,1.02,0,2,0,0,3,0,0,0,1.3
1,2,15,"1,786",3,1,2,0.18,0,1,0,0,0,1,0,0,0.7
1,2,15,"1,790",6,4,2,3.39,2,0,0,0,0,0,0,0,1
1,2,15,"1,841",7,3,4,0,2,2,0,0,2,0,0,0,2.2
1,2,15,"1,795",4,3,1,0.03,0,0,0,0,0,0,0,0,0
1,2,15,"1,909",3,1,2,0.42,2,2,0,0,4,0,0,0,2.4
1,2,15,"1,821",1,0,1,0.14,0,0,0,0,2,0,0,0,0.2
1,2,15,"1,905",7,2,5,0.85,0,2,0,0,2,0,0,0,1.2
1,2,15,"1,773",3,2,1,0.2,0,0,0,0,0,0,13,0,0.13
1,2,15,"1,801",2,1,1,0.1,0,0,0,0,0,0,0,0,0
1,2,15,"1,861",8,5,3,0.41,1,1,0,0,2,0,0,0,1.2
1,2,15,"1,820",3,2,1,0.14,1,0,0,0,3,0,7,0,0.87
1,2,15,"1,776",12,6,6,0.27,1,1,0,0,1,0,0,0,1.1
1,2,15,"1,809",5,1,4,0.17,0,0,0,0,0,0,0,0,0
1,2,15,"1,880",4,3,1,0.17,0,1,0,0,1,0,0,13,0.99
1,2,15,"1,813",5,2,3,0.67,1,1,0,0,10,0,400,0,6
1,2,15,"1,862",3,2,1,1.63,3,2,0,0,4,0,15,0,3.05
1,2,15,"1,856",10,4,6,1.53,5,0,0,0,10,0,10,0,3.6
1,2,15,"1,889",7,5,2,0.34,1,2,0,0,1,0,0,0,1.6
1,2,15,"1,849",5,2,3,0.1,0,0,0,0,0,0,0,0,0
1,2,15,"1,826",4,1,3,0.25,0,1,0,0,0,0,0,0,0.5
1,2,15,"1,823",8,3,5,0.12,3,0,0,0,4,0,0,0,1.9
1,2,15,"1,882",6,3,3,0.17,0,0,0,0,2,0,0,0,0.2
1,2,15,"1,774",2,1,1,0.26,0,0,0,0,4,0,9,0,0.49
1,2,15,"1,846",4,1,3,0.15,0,0,0,0,2,0,0,0,0.2
1,2,15,"1,784",7,3,4,0.25,2,2,0,0,6,1,4,0,2.84
1,2,15,"1,805",9,5,4,1.69,0,0,0,0,3,1,2,0,0.52
1,2,15,"1,839",9,6,3,0,1,0,0,0,6,0,0,0,1.1
1,2,15,"1,766",3,2,1,0,6,4,0,0,5,0,6,0,5.56
1,2,15,"1,822",7,3,4,2.54,5,5,0,0,12,0,8,0,6.28
1,2,15,"1,900",3,1,2,0.17,0,0,0,0,3,0,17,0,0.47
1,2,15,"1,850",6,2,4,0.24,0,2,0,0,1,0,12,0,1.22
1,2,15,"1,895",7,3,4,0.76,1,1,0,0,3,1,3,0,1.53
1,2,15,"1,854",3,1,2,1.02,0,1,0,0,0,0,0,0,0.5
1,2,15,"1,892",5,2,3,0.61,4,2,0,0,10,0,1,0,4.01
1,2,15,"1,770",8,4,4,0.34,4,0,0,0,0,0,2,0,2.02
1,2,15,"1,838",6,2,4,0.76,0,2,0,0,9,0,10,0,2
1,2,15,"1,772",6,2,4,0.05,0,1,0,0,0,0,3,0,0.53
1,2,15,"1,852",4,1,3,0.37,3,0,0,0,5,0,2,0,2.02
1,2,15,"1,908",10,4,6,0.17,0,2,0,0,2,0,0,2,1.26
1,2,15,"1,873",3,2,1,0.36,0,2,0,3,0,0,0,0,1.3
1,2,15,"1,781",3,1,2,0.31,1,2,0,0,3,0,0,0,1.8
1,2,15,"1,857",3,1,2,0.17,1,0,0,0,0,0,0,0,0.5
1,2,15,"1,868",11,5,6,0.1,0,1,2,0,0,0,0,0,2.1
1,2,15,"1,763",6,3,3,1.02,2,0,0,0,2,0,0,0,1.2
1,2,15,"1,834",4,2,2,1.02,0,2,0,0,4,0,5,0,1.45
1,2,15,"1,872",5,3,2,0.68,2,0,0,0,1,0,0,0,1.1
1,2,15,"1,767",5,3,2,0.25,2,1,0,0,4,0,3,0,1.93
1,2,15,"1,845",2,0,2,0.05,2,0,0,0,0,0,9,0,1.09
1,2,15,"1,779",12,5,7,1.35,0,2,0,0,2,0,0,0,1.2
1,2,15,"1,812",5,1,4,0.13,4,0,0,0,0,0,0,0,2
